,Region/Country/Area,Year,Data,Enrollments (Thousands)
6310,Romania,2014,Gross enrollment ratio - Tertiary (male),42.7
6311,Romania,2014,Gross enrollment ratio - Tertiary (female),52.7
6312,Romania,2015,Students enrolled in primary education (thousands),947
6313,Romania,2015,Gross enrollement ratio - Primary (male),91.1
6314,Romania,2015,Gross enrollment ratio - Primary (female),89.7
6315,Romania,2015,Students enrolled in secondary education (thousands),"1,563"
6316,Romania,2015,Gross enrollment ratio - Secondary (male),91.2
6317,Romania,2015,Gross enrollment ratio - Secondary (female),90.6
6318,Romania,2015,Students enrolled in tertiary education (thousands),542
6319,Romania,2015,Gross enrollment ratio - Tertiary (male),42.2
6320,Romania,2015,Gross enrollment ratio - Tertiary (female),51.8
6321,Romania,2016,Students enrolled in primary education (thousands),939
6322,Romania,2016,Gross enrollement ratio - Primary (male),90.0
6323,Romania,2016,Gross enrollment ratio - Primary (female),88.9
6324,Romania,2016,Students enrolled in secondary education (thousands),"1,515"
6325,Romania,2016,Gross enrollment ratio - Secondary (male),89.3
6326,Romania,2016,Gross enrollment ratio - Secondary (female),88.6
6327,Romania,2016,Students enrolled in tertiary education (thousands),535
6328,Romania,2016,Gross enrollment ratio - Tertiary (male),43.0
6329,Romania,2016,Gross enrollment ratio - Tertiary (female),53.3
6330,Russian Federation,2005,Students enrolled in primary education (thousands),"5,309"
6331,Russian Federation,2005,Gross enrollement ratio - Primary (male),95.2
6332,Russian Federation,2005,Gross enrollment ratio - Primary (female),95.4
6333,Russian Federation,2005,Students enrolled in secondary education (thousands),"12,433"
6334,Russian Federation,2005,Gross enrollment ratio - Secondary (male),83.4
6335,Russian Federation,2005,Gross enrollment ratio - Secondary (female),82.5
6336,Russian Federation,2005,Students enrolled in tertiary education (thousands),"9,003"
6337,Russian Federation,2005,Gross enrollment ratio - Tertiary (male),61.3
6338,Russian Federation,2005,Gross enrollment ratio - Tertiary (female),84.3
6339,Russian Federation,2009,Students enrolled in primary education (thousands),"5,015"
6340,Russian Federation,2009,Gross enrollement ratio - Primary (male),99.0
6341,Russian Federation,2009,Gross enrollment ratio - Primary (female),99.5
6342,Russian Federation,2009,Students enrolled in secondary education (thousands),"9,614"
6343,Russian Federation,2009,Gross enrollment ratio - Secondary (male),85.7
6344,Russian Federation,2009,Gross enrollment ratio - Secondary (female),84.3
6345,Russian Federation,2009,Students enrolled in tertiary education (thousands),"9,330"
6346,Russian Federation,2009,Gross enrollment ratio - Tertiary (male),64.3
6347,Russian Federation,2009,Gross enrollment ratio - Tertiary (female),86.9
6348,Russian Federation,2014,Students enrolled in primary education (thousands),"5,726"
6349,Russian Federation,2014,Gross enrollement ratio - Primary (male),98.3
6350,Russian Federation,2014,Gross enrollment ratio - Primary (female),99.0
6351,Russian Federation,2014,Students enrolled in secondary education (thousands),"9,061"
6352,Russian Federation,2014,Gross enrollment ratio - Secondary (male),101.5
6353,Russian Federation,2014,Gross enrollment ratio - Secondary (female),99.5
6354,Russian Federation,2014,Students enrolled in tertiary education (thousands),"6,996"
6355,Russian Federation,2014,Gross enrollment ratio - Tertiary (male),71.6
6356,Russian Federation,2014,Gross enrollment ratio - Tertiary (female),86.3
6357,Russian Federation,2015,Students enrolled in primary education (thousands),"5,983"
6358,Russian Federation,2015,Gross enrollement ratio - Primary (male),100.3
6359,Russian Federation,2015,Gross enrollment ratio - Primary (female),101.1
6360,Russian Federation,2015,Students enrolled in secondary education (thousands),"9,385"
6361,Russian Federation,2015,Gross enrollment ratio - Secondary (male),105.5
6362,Russian Federation,2015,Gross enrollment ratio - Secondary (female),103.3
6363,Russian Federation,2015,Students enrolled in tertiary education (thousands),"6,592"
6364,Russian Federation,2015,Gross enrollment ratio - Tertiary (male),73.0
6365,Russian Federation,2015,Gross enrollment ratio - Tertiary (female),88.4
6366,Russian Federation,2016,Students enrolled in primary education (thousands),"6,199"
6367,Russian Federation,2016,Gross enrollement ratio - Primary (male),101.8
6368,Russian Federation,2016,Gross enrollment ratio - Primary (female),102.3
6369,Russian Federation,2016,Students enrolled in secondary education (thousands),"9,567"
6370,Russian Federation,2016,Gross enrollment ratio - Secondary (male),105.6
6371,Russian Federation,2016,Gross enrollment ratio - Secondary (female),104.0
6372,Russian Federation,2016,Students enrolled in tertiary education (thousands),"6,182"
6373,Russian Federation,2016,Gross enrollment ratio - Tertiary (male),74.7
6374,Russian Federation,2016,Gross enrollment ratio - Tertiary (female),89.3
6375,Rwanda,2004,Students enrolled in primary education (thousands),"1,753"
6376,Rwanda,2004,Gross enrollement ratio - Primary (male),135.4
6377,Rwanda,2004,Gross enrollment ratio - Primary (female),134.4
6378,Rwanda,2004,Students enrolled in secondary education (thousands),204
6379,Rwanda,2004,Gross enrollment ratio - Secondary (male),15.6
6380,Rwanda,2004,Gross enrollment ratio - Secondary (female),14.1
6381,Rwanda,2004,Students enrolled in tertiary education (thousands),25
6382,Rwanda,2004,Gross enrollment ratio - Tertiary (male),3.5
6383,Rwanda,2004,Gross enrollment ratio - Tertiary (female),2.0
6384,Rwanda,2005,Students enrolled in primary education (thousands),"1,858"
6385,Rwanda,2005,Gross enrollement ratio - Primary (male),137.2
6386,Rwanda,2005,Gross enrollment ratio - Primary (female),138.1
6387,Rwanda,2005,Students enrolled in secondary education (thousands),219
6388,Rwanda,2005,Gross enrollment ratio - Secondary (male),17.3
6389,Rwanda,2005,Gross enrollment ratio - Secondary (female),15.4
6390,Rwanda,2005,Students enrolled in tertiary education (thousands),28
6391,Rwanda,2010,Students enrolled in primary education (thousands),"2,299"
6392,Rwanda,2010,Gross enrollement ratio - Primary (male),143.3
6393,Rwanda,2010,Gross enrollment ratio - Primary (female),146.9
6394,Rwanda,2010,Students enrolled in secondary education (thousands),426
6395,Rwanda,2010,Gross enrollment ratio - Secondary (male),33.1
6396,Rwanda,2010,Gross enrollment ratio - Secondary (female),32.8
6397,Rwanda,2010,Students enrolled in tertiary education (thousands),63
6398,Rwanda,2010,Gross enrollment ratio - Tertiary (male),6.4
6399,Rwanda,2010,Gross enrollment ratio - Tertiary (female),5.0
6400,Rwanda,2014,Students enrolled in primary education (thousands),"2,399"
6401,Rwanda,2014,Gross enrollement ratio - Primary (male),134.9
6402,Rwanda,2014,Gross enrollment ratio - Primary (female),138.0
6403,Rwanda,2014,Students enrolled in secondary education (thousands),587
6404,Rwanda,2014,Gross enrollment ratio - Secondary (male),38.0
6405,Rwanda,2014,Gross enrollment ratio - Secondary (female),41.6
6406,Rwanda,2014,Students enrolled in tertiary education (thousands),78
6407,Rwanda,2014,Gross enrollment ratio - Tertiary (male),8.4
6408,Rwanda,2014,Gross enrollment ratio - Tertiary (female),6.9
6409,Rwanda,2015,Students enrolled in primary education (thousands),"2,451"
6410,Rwanda,2015,Gross enrollement ratio - Primary (male),134.7
6411,Rwanda,2015,Gross enrollment ratio - Primary (female),136.3
6412,Rwanda,2015,Students enrolled in secondary education (thousands),568
6413,Rwanda,2015,Gross enrollment ratio - Secondary (male),35.8
6414,Rwanda,2015,Gross enrollment ratio - Secondary (female),38.9
6415,Rwanda,2015,Students enrolled in tertiary education (thousands),80
6416,Rwanda,2015,Gross enrollment ratio - Tertiary (male),9.0
6417,Rwanda,2015,Gross enrollment ratio - Tertiary (female),7.0
6418,Rwanda,2016,Students enrolled in primary education (thousands),"2,546"
6419,Rwanda,2016,Gross enrollement ratio - Primary (male),137.3
6420,Rwanda,2016,Gross enrollment ratio - Primary (female),136.8
6421,Rwanda,2016,Students enrolled in secondary education (thousands),572
6422,Rwanda,2016,Gross enrollment ratio - Secondary (male),34.9
6423,Rwanda,2016,Gross enrollment ratio - Secondary (female),38.4
6424,Rwanda,2016,Students enrolled in tertiary education (thousands),82
6425,Rwanda,2016,Gross enrollment ratio - Tertiary (male),9.1
6426,Rwanda,2016,Gross enrollment ratio - Tertiary (female),6.9
6427,Saint Kitts and Nevis,2005,Students enrolled in primary education (thousands),6
6428,Saint Kitts and Nevis,2005,Students enrolled in secondary education (thousands),4
6429,Saint Kitts and Nevis,2008,Students enrolled in primary education (thousands),6
6430,Saint Kitts and Nevis,2008,Students enrolled in secondary education (thousands),4
6431,Saint Kitts and Nevis,2008,Students enrolled in tertiary education (thousands),1
6432,Saint Kitts and Nevis,2010,Students enrolled in primary education (thousands),6
6433,Saint Kitts and Nevis,2010,Students enrolled in secondary education (thousands),4
6434,Saint Kitts and Nevis,2014,Students enrolled in primary education (thousands),6
6435,Saint Kitts and Nevis,2014,Students enrolled in secondary education (thousands),4
6436,Saint Kitts and Nevis,2014,Students enrolled in tertiary education (thousands),3
6437,Saint Kitts and Nevis,2015,Students enrolled in primary education (thousands),5
6438,Saint Kitts and Nevis,2015,Students enrolled in secondary education (thousands),4
6439,Saint Kitts and Nevis,2015,Students enrolled in tertiary education (thousands),4
6440,Saint Kitts and Nevis,2016,Students enrolled in primary education (thousands),5
6441,Saint Kitts and Nevis,2016,Students enrolled in secondary education (thousands),4
6442,Saint Lucia,2005,Students enrolled in primary education (thousands),24
6443,Saint Lucia,2005,Gross enrollement ratio - Primary (male),105.1
6444,Saint Lucia,2005,Gross enrollment ratio - Primary (female),100.5
6445,Saint Lucia,2005,Students enrolled in secondary education (thousands),14
6446,Saint Lucia,2005,Gross enrollment ratio - Secondary (male),71.5
6447,Saint Lucia,2005,Gross enrollment ratio - Secondary (female),84.0
6448,Saint Lucia,2005,Students enrolled in tertiary education (thousands),2
6449,Saint Lucia,2005,Gross enrollment ratio - Tertiary (male),7.0
6450,Saint Lucia,2005,Gross enrollment ratio - Tertiary (female),19.0
6451,Saint Lucia,2007,Students enrolled in primary education (thousands),22
6452,Saint Lucia,2007,Gross enrollement ratio - Primary (male),103.3
6453,Saint Lucia,2007,Gross enrollment ratio - Primary (female),98.1
6454,Saint Lucia,2007,Students enrolled in secondary education (thousands),15
6455,Saint Lucia,2007,Gross enrollment ratio - Secondary (male),83.5
6456,Saint Lucia,2007,Gross enrollment ratio - Secondary (female),92.8
6457,Saint Lucia,2007,Students enrolled in tertiary education (thousands),1
6458,Saint Lucia,2007,Gross enrollment ratio - Tertiary (male),5.2
6459,Saint Lucia,2007,Gross enrollment ratio - Tertiary (female),12.0
6460,Saint Lucia,2010,Students enrolled in primary education (thousands),19
6461,Saint Lucia,2010,Students enrolled in secondary education (thousands),16
6462,Saint Lucia,2010,Gross enrollment ratio - Secondary (male),95.2
6463,Saint Lucia,2010,Gross enrollment ratio - Secondary (female),94.1
6464,Saint Lucia,2010,Students enrolled in tertiary education (thousands),2
6465,Saint Lucia,2010,Gross enrollment ratio - Tertiary (male),7.0
6466,Saint Lucia,2010,Gross enrollment ratio - Tertiary (female),18.0
6467,Saint Lucia,2014,Students enrolled in primary education (thousands),17
6468,Saint Lucia,2014,Students enrolled in secondary education (thousands),14
6469,Saint Lucia,2014,Gross enrollment ratio - Secondary (male),88.0
6470,Saint Lucia,2014,Gross enrollment ratio - Secondary (female),87.4
6471,Saint Lucia,2014,Students enrolled in tertiary education (thousands),3
6472,Saint Lucia,2014,Gross enrollment ratio - Tertiary (male),10.9
6473,Saint Lucia,2014,Gross enrollment ratio - Tertiary (female),22.8
6474,Saint Lucia,2015,Students enrolled in primary education (thousands),17
6475,Saint Lucia,2015,Students enrolled in secondary education (thousands),13
6476,Saint Lucia,2015,Gross enrollment ratio - Secondary (male),88.6
6477,Saint Lucia,2015,Gross enrollment ratio - Secondary (female),87.8
6478,Saint Lucia,2015,Students enrolled in tertiary education (thousands),3
6479,Saint Lucia,2015,Gross enrollment ratio - Tertiary (male),11.5
6480,Saint Lucia,2015,Gross enrollment ratio - Tertiary (female),21.9
6481,Saint Lucia,2016,Students enrolled in primary education (thousands),16
6482,Saint Lucia,2016,Students enrolled in secondary education (thousands),13
6483,Saint Lucia,2016,Gross enrollment ratio - Secondary (male),87.4
6484,Saint Lucia,2016,Gross enrollment ratio - Secondary (female),88.3
6485,Saint Lucia,2016,Students enrolled in tertiary education (thousands),3
6486,Saint Lucia,2016,Gross enrollment ratio - Tertiary (male),13.0
6487,Saint Lucia,2016,Gross enrollment ratio - Tertiary (female),25.4
6488,Saint Vincent & Grenadines,2005,Students enrolled in primary education (thousands),18
6489,Saint Vincent & Grenadines,2005,Gross enrollement ratio - Primary (male),123.9
6490,Saint Vincent & Grenadines,2005,Gross enrollment ratio - Primary (female),112.3
6491,Saint Vincent & Grenadines,2005,Students enrolled in secondary education (thousands),10
6492,Saint Vincent & Grenadines,2005,Gross enrollment ratio - Secondary (male),79.5
6493,Saint Vincent & Grenadines,2005,Gross enrollment ratio - Secondary (female),99.5
6494,Saint Vincent & Grenadines,2010,Students enrolled in primary education (thousands),14
6495,Saint Vincent & Grenadines,2010,Gross enrollement ratio - Primary (male),108.8
6496,Saint Vincent & Grenadines,2010,Gross enrollment ratio - Primary (female),101.2
6497,Saint Vincent & Grenadines,2010,Students enrolled in secondary education (thousands),11
6498,Saint Vincent & Grenadines,2010,Gross enrollment ratio - Secondary (male),106.3
6499,Saint Vincent & Grenadines,2010,Gross enrollment ratio - Secondary (female),108.8
6500,Saint Vincent & Grenadines,2014,Students enrolled in primary education (thousands),13
6501,Saint Vincent & Grenadines,2014,Gross enrollement ratio - Primary (male),106.4
6502,Saint Vincent & Grenadines,2014,Gross enrollment ratio - Primary (female),103.0
6503,Saint Vincent & Grenadines,2014,Students enrolled in secondary education (thousands),10
6504,Saint Vincent & Grenadines,2014,Gross enrollment ratio - Secondary (male),106.2
6505,Saint Vincent & Grenadines,2014,Gross enrollment ratio - Secondary (female),103.2
